SEER_historic_stage_LRD,Year_of_diagnosis_BC,Age_breast,follow-up,link,r,cure,lambda,k,theta,surv_curemodel,surv_notcured,median_surv_notcured,s1_numerical,G_numerical,CI_numerical,s1_analytical,G_analytical,CI_analytical,se_CI_analytical,obs_surv,obs_dist_surv
0,0,1,25,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.759839448086836,0.476539218853939,23.3770709957786,0.447156062233433,0.746358638511224,0.253641361488776,0.442359843176325,0.744158163027024,0.255841836972976,0.00365348345394588,0.75656,0.05004
0,0,2,1,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.991859189984475,0.985580924562912,20.4796491770965,0.973006125559675,0.984759632865475,0.0152403671345255,0.940229478207885,0.966254392345651,0.0337456076543491,0.0019357330231513,0.99245,0.60093
0,0,2,2,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.979023988904654,0.962847101728677,20.4796491770965,0.939910729629125,0.966074431318765,0.0339255686812352,0.905767429690943,0.946797597702588,0.0532024022974118,0.00252677438517146,0.98052,0.42652
0,0,2,3,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.964028771264252,0.936287438262737,20.4796491770965,0.906218432392007,0.947052227572712,0.0529477724272878,0.872831181720966,0.928202248887216,0.0717977511127843,0.00294596302138008,0.96467,0.33162
0,0,2,4,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.947848795868288,0.907629321274415,20.4796491770965,0.872574260213924,0.92805719456755,0.0719428054324498,0.840741954369923,0.910085116166076,0.0899148838339239,0.00326165034864112,0.94912,0.26474
0,0,2,5,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.931071282604144,0.877912839875012,20.4796491770965,0.839463629240946,0.909363391527178,0.0906366084728216,0.809503905225175,0.892448546855332,0.107551453144668,0.003499990519615,0.93154,0.21606
0,0,2,6,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.914089300585522,0.847834201590763,20.4796491770965,0.807299315214191,0.891203865910299,0.108796134089701,0.779216183576693,0.875348519269014,0.124651480730986,0.00367581179765103,0.91651,0.17583
0,0,2,7,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.89717610552575,0.817877399382636,20.4796491770965,0.776122545500411,0.873601894116404,0.126398105883596,0.749970257898371,0.858836675238917,0.141163324761083,0.00379989415958432,0.90103,0.14834
0,0,2,8,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.880523421174391,0.788382016068896,20.4796491770965,0.745791254301757,0.856477267766318,0.143522732233682,0.721830073972345,0.84294911766678,0.15705088233322,0.00388129685460382,0.88491,0.13711
0,0,2,9,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.864264684377755,0.759584396183976,20.4796491770965,0.716708652189431,0.84005763395647,0.15994236604353,0.694831735901113,0.82770623042815,0.17229376957185,0.00392819431560315,0.87214,0.12077
0,0,2,10,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.848490602429036,0.731645201296046,20.4796491770965,0.688984585995151,0.824405010684595,0.175594989315405,0.668987950841419,0.813115187807492,0.186884812192508,0.00394818231322401,0.85897,0.10453
0,0,2,11,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.833260183373621,0.704668946982325,20.4796491770965,0.662268094601682,0.809321250171336,0.190678749828664,0.644293132673742,0.799172835959195,0.200827164040805,0.00394837923444655,0.84331,0.10453
0,0,2,12,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.818608826889797,0.678718333469294,20.4796491770965,0.636634256854704,0.794848740891704,0.205151259108296,0.620727985170337,0.785868280500694,0.214131719499306,0.00393544209419753,0.82931,0.10453
0,0,2,13,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.804554377617491,0.653824967342627,20.4796491770965,0.612270990190547,0.781093578424052,0.218906421575948,0.598263292416584,0.773185026531784,0.226814973468216,0.00391554177213148,0.81493,0.0982
0,0,2,14,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.791101704949879,0.629997473315029,20.4796491770965,0.589078792921645,0.767999585495553,0.232000414504447,0.576862936305498,0.76110268227018,0.23889731772982,0.00389431363089934,0.80032,0.09469
0,0,2,15,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.77824618820254,0.607227667188966,20.4796491770965,0.567036806647615,0.755554985742634,0.244445014257366,0.556486246914912,0.74959828604187,0.25040171395813,0.00387679066114454,0.78824,0.09066
0,0,2,16,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.765976374951039,0.585495264327952,20.4796491770965,0.546024954285339,0.743691985309501,0.256308014690499,0.537089805662207,0.738647324317277,0.261352675682723,0.00386732615489943,0.77471,0.09066
0,0,2,17,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.754276008407556,0.564771470564148,20.4796491770965,0.526010149840074,0.732391904302385,0.267608095697615,0.518628810909845,0.728224502713194,0.271775497286806,0.00386951659072689,0.75986,0.09066
0,0,2,18,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.743125570378667,0.545021715098968,20.4796491770965,0.506946198369349,0.721628661697441,0.278371338302559,0.501058098772332,0.718304322326242,0.281695677673758,0.00388613939434814,0.74562,0.09066
0,0,2,19,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.732503451053469,0.526207722442255,20.4796491770965,0.48879594396066,0.711381279781779,0.288618720218221,0.484332894742203,0.708861504090479,0.291138495909521,0.00391912154427723,0.73506,0.09066
0,0,2,20,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.722386830867912,0.508289074378277,20.4796491770965,0.471521042999759,0.701628110282576,0.298371889717424,0.468409356605079,0.699871295299707,0.300128704700293,0.00396955171786588,0.7268,0.09066
0,0,2,21,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.712752340150103,0.491224378335368,20.4796491770965,0.455072094519152,0.69234126209872,0.30765873790128,0.453244956469889,0.691309685296443,0.308690314703557,0.00403774092283428,0.71282,0.09066
0,0,2,22,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.703576547373801,0.474972132184892,20.4796491770965,0.439404943979359,0.683495806189597,0.316504193810403,0.438798739485597,0.683153551539789,0.316846448460211,0.00412332667795502,0.70231,0.09066
0,0,2,23,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.694836315423788,0.459491355261644,20.4796491770965,0.424479767347538,0.675069258458576,0.324930741541424,0.425031488627939,0.675380752641741,0.324619247358259,0.00422540730023639,0.69144,0.09066
0,0,2,24,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.686509056456756,0.44474203977574,20.4796491770965,NA,NA,NA,0.411905818461,0.667970181303674,0.332029818696326,0.00434268853717878,0.68048,NA
0,0,2,25,Loglogistic,1.5,0.435413868868031,20.4796491770965,1.39916371260717,0.438436895849112,0.678572909107132,0.430685464681144,20.4796491770965,NA,NA,NA,0.399386215679289,0.660901787205839,0.339098212794161,0.00447362542328273,0.67843,NA
0,1,0,1,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.993718766456535,0.974846630328446,13.6523298220451,0.932210569474296,0.98307180109582,0.01692819890418,0.866023823982411,0.966543820497397,0.0334561795026027,0.00183897379534547,0.9973,0.73408
0,1,0,2,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.984088691107224,0.936282733038212,13.6523298220451,0.876613872192392,0.969188339578221,0.0308116604217786,0.803902966523221,0.951031162801171,0.0489688371988293,0.00223277341198897,0.98572,0.51016
0,1,0,3,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.973241850303948,0.892846265566444,13.6523298220451,0.821458329985449,0.955415042149605,0.0445849578503947,0.751315715014066,0.937899212193715,0.0621007878062853,0.002425411716874,0.97101,0.38888
0,1,0,4,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.961999014583007,0.847824025732739,13.6523298220451,0.77189991771686,0.943039445338242,0.056960554661758,0.704678007525742,0.926252966124455,0.0737470338755446,0.00251085441975607,0.95719,0.30063
0,1,0,5,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.950816348263261,0.80304273589408,13.6523298220451,0.723148867881478,0.930865460957476,0.0691345390425239,0.662655342798464,0.915759176436736,0.0842408235632643,0.00253457259723026,0.94486,0.25314
0,1,0,6,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.939960448689207,0.759569992329633,13.6523298220451,0.678341406944404,0.919676259259632,0.0803237407403675,0.624489488438597,0.906228499324663,0.0937715006753373,0.00252429773302473,0.93504,0.22203
0,1,0,7,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.929583689392352,0.718015978968982,13.6523298220451,0.636624598095795,0.909258847100238,0.090741152899762,0.589650566256258,0.897528614995552,0.102471385004448,0.00249815119388045,0.92638,0.19847
0,1,0,8,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.91976608937938,0.6787011340894,13.6523298220451,0.597701135008741,0.899538981922623,0.100461018077377,0.557729030266217,0.889557252699457,0.110442747300543,0.00246808248719905,0.91701,0.18555
0,1,0,9,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.910541254219562,0.64176003210228,13.6523298220451,0.562872346345831,0.890841628109423,0.109158371890577,0.528391728717959,0.882231218654482,0.117768781345518,0.00244176772215089,0.90984,0.16594
0,1,0,10,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.901913224968256,0.607208855523141,13.6523298220451,0.53043745518179,0.88274207210486,0.11725792789514,0.501359738955816,0.875480861026152,0.124519138973848,0.00242382829081928,0.90366,0.1518
0,1,0,11,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.893867634041875,0.574990068974767,13.6523298220451,0.500993007773165,0.87538928187648,0.12461071812352,0.476395228248814,0.869246788848286,0.130753211151714,0.00241668813217895,0.8977,0.13887
0,1,0,12,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.886379131148225,0.545002156526191,13.6523298220451,0.473309051917331,0.868476116984139,0.131523883015861,0.453292774720963,0.863477704708455,0.136522295291545,0.0024212150585206,0.89021,0.13268
0,1,0,13,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.879416312466852,0.517119360728735,13.6523298220451,0.447939349866863,0.862140861486053,0.137859138513947,0.431873226884019,0.858128871366598,0.141871128633402,0.00243721797512785,0.88371,0.12798
0,1,0,14,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.872944962837353,0.491204666046825,13.6523298220451,0.424370549071376,0.856255322328917,0.143744677671083,0.411979160205889,0.853160977181195,0.146839022818805,0.0024638347345714,0.87759,0.12402
0,1,0,15,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.866930154787131,0.467118204471442,13.6523298220451,0.402832135744356,0.850876806208443,0.149123193791557,0.393471406233738,0.848539269370987,0.151460730629013,0.00249982789631188,0.87147,0.11836
0,1,0,16,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.861337573731544,0.444722562319961,13.6523298220451,0.382533450165892,0.845807871651818,0.154192128348182,0.376226333552276,0.844232875023005,0.155767124976995,0.00254380007976783,0.86657,0.11673
0,1,0,17,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.856134321480923,0.423885997901755,13.6523298220451,0.364000770037612,0.841179939347237,0.158820060652763,0.360133672118654,0.840214257791183,0.159785742208817,0.00259434081264292,0.86036,0.11258
0,1,0,18,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.851289370514381,0.404484260669937,13.6523298220451,0.346606067764566,0.836836179889847,0.163163820110153,0.345094740135264,0.836458775115684,0.163541224884316,0.00265011823574116,0.85592,0.11001
0,1,0,19,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.846773786972598,0.38640148420202,13.6523298220451,0.330528091941952,0.832821229910313,0.167178770089687,0.331020975788844,0.832944311572633,0.167055688427367,0.00270992937919965,0.85013,0.10737
0,1,0,20,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.842560802909705,0.369530475534532,13.6523298220451,0.315294072151886,0.829017030419086,0.170982969580914,0.31783270473399,0.829650971093336,0.170349028906664,0.00277272151193294,0.84587,0.10737
0,1,0,21,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.83862579262539,0.353772620384294,13.6523298220451,0.301291119141448,0.825520249697249,0.174479750302751,0.305458093499727,0.826560815611707,0.173439184388293,0.00283759481549951,0.8407,0.10525
0,1,0,22,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.834946190208274,0.339037552948638,13.6523298220451,0.288092091225996,0.822224223042919,0.177775776957081,0.293832252246636,0.823657641007133,0.176342358992867,0.00290379407240186,0.8363,0.10384
0,1,0,23,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.831501373257275,0.325242690264463,13.6523298220451,0.275662860349038,0.819120428087282,0.180879571912718,0.282896459514788,0.820926783510559,0.179073216489441,0.00297069471264861,0.83293,0.10384
0,1,0,24,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.828272529392087,0.312312697645848,13.6523298220451,0.26397884905724,0.816202727413116,0.183797272586884,0.272597488092474,0.818354951362193,0.181645048637807,0.00303778667891353,0.82891,0.10384
0,1,0,25,Loglogistic,1.5,0.750282621156388,13.6523298220451,1.39916371260717,0.315268862753992,0.825242516436175,0.300178928783051,13.6523298220451,NA,NA,NA,0.26288701577278,0.815930077667186,0.184069922332814,0.00310465819179453,NA,NA
0,1,1,1,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.995385617052096,0.987017370895973,22.0977183254179,0.969747791882926,0.989247534366626,0.0107524656333735,0.938917924341227,0.978289752708484,0.0217102472915156,0.00114077663218861,0.9971,0.68815
0,1,1,2,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.988082969953281,0.96647127408696,22.0977183254179,0.937453689777723,0.977769323529816,0.0222306764701836,0.905653763645939,0.966466756406366,0.033533243593634,0.00147867385629047,0.98921,0.49646
0,1,1,3,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.97950864968801,0.942347307550174,22.0977183254179,0.907826404074411,0.967238972485616,0.0327610275143841,0.87437031185003,0.955347758446711,0.044652241553289,0.00172231337854276,0.97815,0.35176
0,1,1,4,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.970204833223911,0.916170893548778,22.0977183254179,0.876325798504706,0.956042792110685,0.0439572078893149,0.844099325825741,0.944588618629383,0.0554113813706169,0.00190982448459009,0.96933,0.29152
0,1,1,5,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.960499870082379,0.888865847921391,22.0977183254179,0.845669881450458,0.945146837233285,0.0548531627667147,0.814706416885919,0.934141571524021,0.0658584284759792,0.00205648162265765,0.95732,0.23347
0,1,1,6,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.950616421753102,0.861058631793806,22.0977183254179,0.816076241340727,0.934628444757111,0.0653715552428891,0.786213134424946,0.924014276377234,0.0759857236227657,0.00217141693347284,0.94619,0.18906
0,1,1,7,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.940712244320863,0.833193094053462,22.0977183254179,0.786421803401263,0.924088443062453,0.0759115569375466,0.758665983872081,0.914223262495842,0.0857767375041582,0.00226149323550561,0.93726,0.17105
0,1,1,8,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.930900826280317,0.805588536121656,22.0977183254179,0.757846809764786,0.913932105519718,0.086067894480282,0.732103689171091,0.904782293433001,0.0952177065669992,0.00233252568533587,0.92826,0.15147
0,1,1,9,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.921263751467376,0.77847449522893,22.0977183254179,0.730475878141089,0.904203724685557,0.0957962753144435,0.706549764093423,0.895699726628882,0.104300273371118,0.00238970564172627,0.91907,0.13412
0,1,1,10,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.911858914534546,0.752013858766532,22.0977183254179,0.704134537828105,0.894841288880664,0.105158711119336,0.682012593770276,0.88697854238941,0.11302145761059,0.00243773573135956,0.91013,0.11753
0,1,1,11,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.90272634277237,0.726319244060121,22.0977183254179,0.678769242717672,0.885825766347571,0.114174233652429,0.658487691135145,0.878617145887912,0.121382854112088,0.00248084919581583,0.8995,0.10893
0,1,1,12,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.893892488456973,0.701465074947891,22.0977183254179,0.654484356780648,0.877194250907848,0.122805749092152,0.635960356272607,0.870610312370717,0.129389687629283,0.00252278192794039,0.89101,0.10141
0,1,1,13,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.885373471193603,0.677496704158172,22.0977183254179,0.631452881678535,0.869008232103435,0.130991767896565,0.614408142668298,0.862950063730134,0.137049936269866,0.00256672938419518,0.88235,0.08884
0,1,1,14,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.877177563185182,0.654437405646248,22.0977183254179,0.609236102985913,0.861111778778369,0.138888221221631,0.59380295632631,0.855626414588423,0.144373585411577,0.00261530739359743,0.87403,0.08719
0,1,1,15,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.869307110522403,0.632293780170155,22.0977183254179,0.588067549506221,0.853587893483194,0.146412106516806,0.574112769664212,0.848627981463158,0.151372018536842,0.00267053011063208,0.86538,0.08206
0,1,1,16,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.861760025290495,0.611059953353325,22.0977183254179,0.567863266704602,0.846406736470435,0.153593263529565,0.555302987184258,0.841942468164287,0.158057531835713,0.00273381385675148,0.85692,0.08026
0,1,1,17,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.854530946559374,0.590720842146144,22.0977183254179,0.548582705879893,0.83955389561804,0.16044610438196,0.537337515346894,0.835557046056551,0.164442953943449,0.00280601036005778,0.84908,0.07634
0,1,1,18,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.847612143685228,0.571254696277235,22.0977183254179,0.530126705100368,0.832994126052018,0.167005873947982,0.520179588998333,0.82945864779455,0.17054135220545,0.0028874672011883,0.84095,0.07634
0,1,1,19,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.840994217987363,0.552635072430798,22.0977183254179,0.512492205288891,0.826726340492338,0.173273659507662,0.50379240104446,0.823634191126139,0.176365808873861,0.00297810842894325,0.8347,0.07634
0,1,1,20,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.834666646167857,0.534832363165185,22.0977183254179,0.495645570946174,0.820738583958763,0.179261416041237,0.488139574936972,0.818070746826979,0.181929253173021,0.00307752558257591,0.82947,0.07634
0,1,1,21,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.82861819931041,0.517814975771858,22.0977183254179,0.479634910321119,0.815047955444233,0.184952044555767,0.473185512608292,0.812755662366162,0.187244337633838,0.00318506919018196,0.82162,0.07329
0,1,1,22,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.822837264007221,0.501550235770215,22.0977183254179,0.464300774303084,0.809597782355601,0.190402217644399,0.458895644363089,0.807676650724521,0.192323349275479,0.00329993270837097,0.81328,0.07329
0,1,1,23,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.817312086520428,0.486005073859127,22.0977183254179,0.449637141178622,0.804385924410521,0.195614075589479,0.445236602053402,0.802821851945823,0.197178148054177,0.00342122380127177,0.80803,0.07329
0,1,1,24,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.812030956479154,0.471146542751054,22.0977183254179,0.435632841577792,0.799408411708154,0.200591588291846,0.432176332590521,0.79817987348201,0.20182012651799,0.00354802081311305,0.80278,0.07329
0,1,1,25,Loglogistic,1.5,0.644572535275375,22.0977183254179,1.39916371260717,0.372748496169698,0.806982343153785,0.456942200581602,22.0977183254179,NA,NA,NA,0.419684165370447,0.793739814158063,0.206260185841937,0.003679414614221,NA,NA
0,1,2,1,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.992870679282024,0.984417973264055,19.3588631783928,0.97137409008265,0.986902647768285,0.0130973522317148,0.935389753121722,0.970438558509193,0.0295614414908074,0.00160187465724524,0.99347,0.59215
0,1,2,2,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.981664353406663,0.959925139190634,19.3588631783928,0.935817250246256,0.97063415335436,0.0293658466456399,0.898446812232276,0.953535874517609,0.0464641254823912,0.00207589193337187,0.9817,0.42409
0,1,2,3,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.96862473198564,0.931425407218039,19.3588631783928,0.899910051934993,0.954205357718012,0.0457946422819883,0.863374689362422,0.937489155022343,0.0625108449776569,0.00240206314907641,0.96678,0.32622
0,1,2,4,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.954618036715852,0.900812013767274,19.3588631783928,0.864207223078112,0.937870068235256,0.0621299317647444,0.829415681957145,0.92195172467653,0.0780482753234697,0.00263822492690816,0.95239,0.25997
0,1,2,5,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.94016283946653,0.86921836285403,19.3588631783928,0.829028273153652,0.921774471636481,0.0782255283635187,0.796549509791184,0.906914304569759,0.0930856954302406,0.00280857914125988,0.939,0.21714
0,1,2,6,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.925602272596269,0.837394413387027,19.3588631783928,0.794990906057534,0.906201188998997,0.0937988110010025,0.764857859457784,0.89241426916759,0.10758573083241,0.00292849088760107,0.92698,0.17904
0,1,2,7,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.91117096513607,0.805852976611363,19.3588631783928,0.762000173207037,0.891106778034493,0.108893221965507,0.73441466878471,0.878485447605106,0.121514552394894,0.00301015341862328,0.91429,0.15846
0,1,2,8,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.897029972062713,0.774946058426817,19.3588631783928,0.730474377923015,0.87668262710228,0.12331737289772,0.705265638679699,0.865148749641601,0.134851250358399,0.00306429297005243,0.90249,0.13466
0,1,2,9,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.88328817365057,0.744911630361589,19.3588631783928,0.700067496791803,0.862770418421641,0.137229581578359,0.677428448501625,0.852412264200399,0.147587735799601,0.00310069469561566,0.88961,0.1297
0,1,2,10,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.870016643804888,0.715905033371096,19.3588631783928,0.670998103462025,0.84947015706046,0.15052984293954,0.650897812018906,0.840273572646174,0.159726427353826,0.0031283003092202,0.87726,0.12201
0,1,2,11,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.85725881666578,0.688021198229142,19.3588631783928,0.643444927649587,0.836863618097688,0.163136381902312,0.625651036853132,0.828722292424313,0.171277707575687,0.00315512344780901,0.86438,0.11082
0,1,2,12,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.845037897496483,0.661310842955929,19.3588631783928,0.617182012567593,0.824847418422162,0.175152581577838,0.601652891204257,0.817742303757444,0.182257696242556,0.0031880827641345,0.85355,0.10836
0,1,2,13,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.833362355049109,0.6357924770739,19.3588631783928,0.592265885503634,0.813447421239573,0.186552578760427,0.578859539506614,0.807313550345332,0.192686449654668,0.00323281516307095,0.84125,0.10307
0,1,2,14,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.822230027699834,0.611461376082423,19.3588631783928,0.568769123835799,0.802696833231827,0.197303166768173,0.557221606077539,0.79741344109098,0.20258655890902,0.0032935262703255,0.82949,0.09448
0,1,2,15,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.811631205032685,0.588296316646587,19.3588631783928,0.546497042778599,0.792506579319141,0.207493420680859,0.536686505413011,0.788017916292167,0.211982083707833,0.00337292948940519,0.81736,0.09117
0,1,2,16,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.801550941863192,0.566264634186803,19.3588631783928,0.52550879224597,0.782903722650235,0.217096277349765,0.517200183713203,0.779102244450126,0.220897755549874,0.00347230482027,0.80627,0.08324
0,1,2,17,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.791970792676408,0.545326013711162,19.3588631783928,0.505671585576433,0.77382750869601,0.22617249130399,0.498708398898775,0.770641607921649,0.229358392078351,0.00359167586660273,0.79315,0.07861
0,1,2,18,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.782870106514777,0.525435319955665,19.3588631783928,0.486818991935393,0.765201789544688,0.234798210455312,0.48115764395983,0.762611525383432,0.237388474616568,0.00373007156161086,0.78509,0.07861
0,1,2,19,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.774226987835022,0.506544697457744,19.3588631783928,0.468913909637175,0.757009589881003,0.242990410118997,0.464495797313491,0.754988149393359,0.245011850606641,0.003885822082102,0.77823,0.07861
0,1,2,20,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.766019003403933,0.488605115565885,19.3588631783928,0.452060580764792,0.749298604093797,0.250701395906203,0.448672565827697,0.747748469089335,0.252251530910665,0.00405684074829941,0.76889,0.07178
0,1,2,21,Loglogistic,1.5,0.542465120950556,19.3588631783928,1.39916371260717,0.437749728332614,0.758223696249067,0.471567491743498,19.3588631783928,0.4360453628231,0.741971083289894,0.258028916710106,0.433639771523218,0.74087044136546,0.25912955863454,0.00424085943157853,0.75811,0.07178
