SEER_historic_stage_LRD,Year_of_diagnosis_BC,Age_breast,follow-up,link,r,cure,lambda,k,theta,surv_curemodel,surv_notcured,median_surv_notcured,s1_numerical,G_numerical,CI_numerical,s1_analytical,G_analytical,CI_analytical,se_CI_analytical,obs_surv,obs_dist_surv
0,0,1,14,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.849526174442124,0.672022962800975,23.3770709957786,0.632659448200541,0.831466438675512,0.168533561324488,0.618094150909427,0.824783970834168,0.175216029165832,0.0030499760891018,0.85043,0.0832
0,0,1,15,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.839607641901954,0.650404246696521,23.3770709957786,0.611717889020746,0.821858581522335,0.178141418477665,0.598478877347353,0.815784605276577,0.184215394723423,0.00307620344699219,0.84107,0.07962
0,0,1,16,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.83006443482232,0.629603600658907,23.3770709957786,0.59175210876943,0.812698405674901,0.187301594325099,0.579676618785863,0.807158245946552,0.192841754053448,0.00310376863378291,0.8327,0.07221
0,0,1,17,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.820893645500607,0.609614686976673,23.3770709957786,0.572648101918552,0.803933606105744,0.196066393894256,0.561661076925276,0.798892827347702,0.201107172652298,0.00313492949936398,0.82045,0.06825
0,0,1,18,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.812089126475004,0.590424106466914,23.3770709957786,0.554426496349681,0.795573646758679,0.204426353241321,0.54440403380185,0.790975403253699,0.209024596746301,0.00317154289671536,0.81242,0.06154
0,0,1,19,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.803642348140572,0.572013267759698,23.3770709957786,0.536984943844951,0.787571570907671,0.212428429092329,0.527876132257854,0.783392504783098,0.216607495216902,0.00321505132460154,0.80557,0.05898
0,0,1,20,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.795543074111286,0.554359859336406,23.3770709957786,0.520302081845221,0.779917577543404,0.220082422456596,0.512047482717113,0.776130418784178,0.223869581215822,0.00326648575336461,0.7947,0.05623
0,0,1,21,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.787779891597195,0.537439005554913,23.3770709957786,0.504366313639441,0.772606346166945,0.227393653833055,0.496888130258872,0.769175402125535,0.230824597874465,0.0033264853532654,0.78659,0.05327
0,0,1,22,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.780340626281252,0.521224170926932,23.3770709957786,0.489142534238158,0.765621770827391,0.234378229172609,0.48236840983627,0.762513844668102,0.237486155331898,0.0033953327430873,0.77779,0.05004
0,0,1,23,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.773212665138241,0.505687863743361,23.3770709957786,0.474545550609276,0.758924765491281,0.241075234508719,0.468459212283798,0.756132391307724,0.243867608692276,0.00347300142171618,0.77075,0.05004
0,0,1,24,Loglogistic,1.5,0.541206217231102,23.3770709957786,1.39916371260717,0.408457802378286,0.766383205895867,0.490802179806761,23.3770709957786,0.460556018854357,0.752506455298276,0.247493544701724,0.455132179440874,0.750018031496633,0.249981968503367,0.00355921074759899,0.76217,0.05004
