0	0	0	0	1	13713	39	43	0.99715	0.99715	0.00046	0.00046
0	0	0	0	2	13631	201	53	0.98523	0.98242	0.00103	0.00112
0	0	0	0	3	13377	277	58	0.97925	0.96203	0.00123	0.00164
0	0	0	0	4	13042	260	54	0.98002	0.94281	0.00123	0.00199
0	0	0	0	5	12728	224	64	0.98236	0.92618	0.00117	0.00225
0	0	0	0	6	12440	183	67	0.98525	0.91252	0.00108	0.00243
0	0	0	0	7	12190	168	75	0.98618	0.89990	0.00106	0.00258
0	0	0	0	8	11947	146	63	0.98775	0.88888	0.00101	0.00271
0	0	0	0	9	11738	141	76	0.98795	0.87816	0.00101	0.00282
0	0	0	0	10	11521	123	79	0.98929	0.86876	0.00096	0.00292
0	0	0	0	11	11319	103	74	0.99087	0.86082	0.00090	0.00299
0	0	0	0	12	11142	114	89	0.98973	0.85198	0.00096	0.00307
0	0	0	0	13	10939	90	106	0.99173	0.84494	0.00087	0.00314
0	0	0	0	14	10743	81	85	0.99243	0.83854	0.00084	0.00319
0	0	0	0	15	10577	87	102	0.99173	0.83161	0.00088	0.00325
0	0	0	0	16	10388	94	125	0.99090	0.82404	0.00093	0.00331
0	0	0	0	17	10169	73	137	0.99277	0.81809	0.00084	0.00336
0	0	0	0	18	9959	79	144	0.99201	0.81155	0.00090	0.00342
0	0	0	0	19	9736	70	133	0.99276	0.80567	0.00086	0.00346
0	0	0	0	20	9533	67	158	0.99291	0.79996	0.00086	0.00351
0	0	0	0	21	9308	72	152	0.99220	0.79372	0.00092	0.00356
0	0	0	0	22	9084	51	168	0.99433	0.78923	0.00079	0.00359
0	0	0	0	23	8865	77	175	0.99123	0.78230	0.00100	0.00365
0	0	0	0	24	8613	70	210	0.99177	0.77587	0.00098	0.00370
0	0	0	0	25	8333	48	241	0.99416	0.77133	0.00084	0.00373
0	0	0	0	26	8044	48	1932	0.99322	0.76610	0.00098	0.00378
0	0	0	0	27	6064	38	1852	0.99260	0.76044	0.00120	0.00386
0	0	0	0	28	4174	20	1596	0.99408	0.75593	0.00132	0.00397
0	0	0	0	29	2558	13	1317	0.99316	0.75076	0.00189	0.00419
0	0	0	0	30	1228	2	1226	.	.	.	.
0	0	0	1	1	9103	43	81	0.99526	0.99526	0.00072	0.00072
0	0	0	1	2	8979	89	91	0.99004	0.98534	0.00105	0.00127
0	0	0	1	3	8799	100	97	0.98857	0.97408	0.00114	0.00168
0	0	0	1	4	8602	94	114	0.98900	0.96336	0.00113	0.00199
0	0	0	1	5	8394	111	152	0.98666	0.95051	0.00126	0.00231
0	0	0	1	6	8131	115	151	0.98572	0.93694	0.00132	0.00260
0	0	0	1	7	7865	105	154	0.98652	0.92431	0.00131	0.00284
0	0	0	1	8	7606	102	132	0.98647	0.91180	0.00133	0.00306
0	0	0	1	9	7372	92	165	0.98738	0.90030	0.00131	0.00325
0	0	0	1	10	7115	77	171	0.98905	0.89043	0.00124	0.00340
0	0	0	1	11	6867	78	184	0.98849	0.88018	0.00130	0.00356
0	0	0	1	12	6605	64	223	0.99014	0.87151	0.00123	0.00368
0	0	0	1	13	6318	80	200	0.98713	0.86029	0.00143	0.00384
0	0	0	1	14	6038	68	215	0.98853	0.85043	0.00138	0.00398
0	0	0	1	15	5755	62	247	0.98899	0.84107	0.00139	0.00411
0	0	0	1	16	5446	53	236	0.99005	0.83270	0.00136	0.00423
0	0	0	1	17	5157	74	255	0.98529	0.82045	0.00170	0.00440
0	0	0	1	18	4828	46	255	0.99021	0.81242	0.00144	0.00451
0	0	0	1	19	4527	37	278	0.99157	0.80557	0.00138	0.00461
0	0	0	1	20	4212	55	274	0.98650	0.79470	0.00181	0.00478
